Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Same Day,Corporate,United States,Lorain,Ohio,44052,East,Office Supplies,Binders,56.07900000000001,3,0.7,-14.3313
Same Day,Corporate,United States,Lorain,Ohio,44052,East,Technology,Accessories,1151.856,6,0.2,76.7904
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,74.448,2,0.2,1.551
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,74.69999999999999,5,0.0,8.217
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,63.36,4,0.0,9.504
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,2303.8559999999998,6,0.2,287.982
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,43.056,3,0.2,4.6644
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,575.928,3,0.2,19.1976
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,824.31,9,0.0,126.3942
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,211.68,6,0.0,23.9904
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,614.55,5,0.0,57.358
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Binders,27.468000000000004,3,0.8,-13.734
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,71.976,2,0.8,-62.3792
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,242.64,3,0.0,39.6312
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,1799.6999999999998,10,0.0,191.968
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,830.0699999999999,3,0.0,49.8042
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,518.292,2,0.1,32.6332
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,12.672,3,0.2,1.4784
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,1227.816,2,0.4,-81.8544
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,166.32,11,0.2,18.018
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,62.784000000000006,4,0.2,6.8016
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,5404.896000000001,6,0.2,-337.806
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,201.52800000000002,1,0.4,-20.1528
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,1938.6000000000001,5,0.2,-8.0775
Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Phones,218.232,7,0.2,-15.4581
Standard Class,Consumer,United States,Oakland,California,94601,West,Furniture,Chairs,1716.48,3,0.2,35.76
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,204.33599999999998,3,0.2,17.8794
First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,75.096,3,0.2,7.8225
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,119.976,1,0.2,7.4985
First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Art,60.047999999999995,9,0.2,1.7514
First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Supplies,9.312000000000001,1,0.2,0.3492
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,22.56,5,0.2,1.41
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,30.816000000000003,3,0.2,0.8988
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,143.424,12,0.2,15.5376
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Phones,2936.52,9,0.2,110.1195
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,39.42,9,0.8,-21.681
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,30.071999999999996,4,0.8,-16.5396
First Class,Consumer,United States,Dallas,Texas,75081,Central,Furniture,Bookcases,469.11840000000007,2,0.32,-52.8908
Second Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Technology,Copiers,2999.94,2,0.0,449.991
First Class,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,Technology,Phones,2465.82,6,0.0,213.7044
Standard Class,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,660.192,4,0.2,55.016
Standard Class,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,1017.4080000000001,4,0.2,0.0
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,21.12,2,0.0,3.3088
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,15.120000000000001,4,0.0,0.2016
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,348.84000000000003,3,0.0,56.9772
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,143.928,3,0.2,4.7976
Standard Class,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Paper,180.144,9,0.2,22.518
Standard Class,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Binders,15.066,1,0.7,-3.5154
Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Binders,548.982,3,0.8,-320.2395
Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,30.816000000000003,3,0.2,3.21
First Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,23.571,3,0.7,-6.0237
Second Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,907.152,2,0.2,30.2384
Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,62.85600000000001,3,0.2,7.0713
Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,35.352000000000004,3,0.2,3.9771
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Bookcases,1916.46,9,0.0,172.4814
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,62.099999999999994,2,0.0,9.936
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,32.849999999999994,3,0.0,3.285
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,43.056,3,0.2,4.6644
First Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Storage,663.072,2,0.2,-55.256
Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Machines,9240.0,7,0.0,1416.8
Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Accessories,239.88,4,0.0,18.3908
Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,1763.91,3,0.0,170.5113
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,97.19999999999999,5,0.0,15.552
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,1214.6999999999998,5,0.0,16.196
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,28349.850000000002,5,0.0,4630.4755
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,38.82,2,0.0,6.47
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,6.792,1,0.8,-5.2072
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,1.332,1,0.8,-1.11
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,438.52799999999996,8,0.2,47.5072
Same Day,Home Office,United States,Fremont,Nebraska,68025,Central,Furniture,Furnishings,47.76,2,0.0,7.0048
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,479.88,5,0.2,17.9955
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,41.28,2,0.2,4.644
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,12.936,2,0.8,-6.8992
Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,41.88,2,0.0,0.2792
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,82.242,3,0.4,-14.1639
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,221.94,2,0.0,19.9746
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Bookcases,482.93999999999994,1,0.0,20.9274
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,52.019999999999996,3,0.0,8.4966
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,9.84,1,0.0,0.9512
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,26.567999999999998,3,0.2,2.9889
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,475.12800000000004,3,0.2,13.8579
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,3659.88,5,0.2,381.2375
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,9.504000000000001,2,0.2,0.99
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,58.32000000000001,3,0.0,9.3312
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,1364.58,7,0.0,54.5832
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,274.176,8,0.2,29.7024
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,57.12,4,0.2,-1.428
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,112.32,6,0.0,16.848
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,112.77000000000001,3,0.0,17.6673
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,78.096,2,0.2,9.4366
Standard Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Appliances,107.72999999999999,3,0.0,9.6957
Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,273.096,3,0.2,-2.2758
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,163.98,6,0.0,18.0378
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,202.03199999999998,6,0.2,7.5762
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Machines,7874.955,3,0.5,-944.9946
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,219.84,4,0.0,21.2512
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,43.44,5,0.8,-23.892
Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,35.856,3,0.2,4.0338
Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,46.656,3,0.2,5.6376
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Fasteners,135.0,9,0.0,21.6
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Machines,629.91,3,0.0,90.2871
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Binders,336.36,5,0.2,42.045
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,4725.42,7,0.0,204.7682
Standard Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Fasteners,75.17999999999999,7,0.0,12.53
First Class,Corporate,United States,Deer Park,Texas,77536,Central,Office Supplies,Binders,20.772000000000002,6,0.8,-10.386
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,112.17600000000002,3,0.2,2.337
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,237.36,5,0.2,13.846
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Labels,56.699999999999996,3,0.0,8.694
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,172.26,9,0.0,26.4132
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,38.22,7,0.0,5.733
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,26.46,3,0.0,2.3814
Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,362.35200000000003,1,0.2,-13.5882
Standard Class,Consumer,United States,Freeport,New York,11520,East,Furniture,Furnishings,967.77,3,0.0,64.518
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,29.286,3,0.8,-15.1311
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,41.160000000000004,1,0.2,1.2005
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,165.60000000000002,1,0.2,-2.07
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,777.4080000000001,4,0.2,-58.3056
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,87.72,5,0.2,9.8685
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,46.656,3,0.2,5.4432
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,14.687999999999999,3,0.2,1.6524
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,114.26400000000001,4,0.7,-27.9312
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,8.424,3,0.7,-1.9656
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,143.952,2,0.2,0.5998
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,78.19200000000001,6,0.7,-19.9824
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,47.088,3,0.2,5.1012
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,38.519999999999996,3,0.0,3.7236
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1619.91,3,0.0,134.9925
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,67.74,2,0.0,5.8708
Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Labels,49.56,4,0.0,7.5992
Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Binders,2015.8200000000002,3,0.0,315.8118
First Class,Corporate,United States,Aurora,Colorado,80013,West,Technology,Accessories,507.192,7,0.2,-14.7931
First Class,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,505.87199999999996,9,0.2,14.7546
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,58.32000000000001,3,0.0,9.3312
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,95.76,4,0.0,8.2992
First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,1300.704,2,0.2,-65.0352
First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,93.312,6,0.2,10.8864
First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,164.448,3,0.2,17.8152
Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Storage,146.57999999999998,7,0.0,0.9772
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,42.599999999999994,2,0.0,6.532
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,38.88,2,0.0,6.2208
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,175.02,2,0.0,28.0032
First Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Art,168.89999999999998,2,0.0,15.764
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Phones,1889.8500000000001,5,0.0,163.787
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,368.90999999999997,3,0.0,60.2553
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,139.05,5,0.0,21.7845
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,44.928000000000004,9,0.2,5.4288
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,12.72,5,0.8,-6.36
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Accessories,959.8799999999999,4,0.0,115.1856
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,51.12,3,0.0,7.668
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,1034.73,3,0.0,10.3473
First Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Bookcases,245.82,1,0.0,20.485
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Accessories,294.48,6,0.0,9.816
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,20.622,7,0.8,-10.6547
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,5.9879999999999995,1,0.8,-3.2934
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,26.784000000000002,2,0.2,0.6696
Second Class,Corporate,United States,Iowa City,Iowa,52240,Central,Office Supplies,Paper,29.97,1,0.0,4.4955
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Copiers,31499.909999999996,3,0.0,5039.9856
Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,63.36,5,0.2,6.6
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Furniture,Tables,2089.2599999999998,2,0.0,160.1766
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Technology,Phones,914.328,3,0.2,22.8582
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,155.94,2,0.0,15.0742
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,74.1,5,0.0,10.374
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,65.78999999999999,3,0.0,10.3071
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,1184.4479999999999,4,0.2,93.7688
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,54.576,4,0.7,-14.5536
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,21.93,1,0.0,3.4357
Same Day,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,2399.952,2,0.2,249.995
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,123.84,6,0.0,18.9888
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,553.98,7,0.0,84.9436
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Art,147.75,5,0.0,18.715
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,30.48,2,0.0,4.7752
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,44.28,2,0.0,4.2804
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Binders,102.24,2,0.0,15.6768
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,53.010000000000005,3,0.0,7.7748
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Chairs,4814.700000000001,5,0.0,481.47
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,1157.058,1,0.3,-60.6078
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,47.952,2,0.2,4.995
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,28.259999999999998,3,0.0,4.239
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,19.68,2,0.0,1.9024
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,73.67999999999999,2,0.0,11.5432
Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Office Supplies,Binders,385.20000000000005,3,0.0,64.2
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,186.84,4,0.0,29.2716
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Labels,27.72,3,0.0,4.4352
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,1447.992,8,0.15,85.176
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,14399.952000000001,2,0.2,359.9988
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,113.82,2,0.0,18.2112
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,54.864000000000004,6,0.2,6.6294
Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Machines,1157.4,5,0.2,130.2075
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,308.88,2,0.0,1.0296
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,523.26,3,0.0,41.8608
First Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,5.8919999999999995,2,0.8,-3.2406
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,283.284,3,0.6,-42.4926
Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Fasteners,137.76,4,0.0,21.5824
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,184.752,1,0.2,-6.9282
First Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,67.44,1,0.0,10.3408
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,996.0840000000001,9,0.6,-348.6294
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,34.182,9,0.8,-17.6607
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,46.656,3,0.2,5.6376
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,93.312,6,0.2,11.2752
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,18.948,1,0.8,-10.4214
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,34.056,3,0.2,4.1151
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,62.424,9,0.2,7.0227
Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,34.248000000000005,4,0.8,-18.8364
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,28.223999999999997,7,0.2,0.7056
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,59.489999999999995,1,0.0,5.949
Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,629.0999999999999,2,0.0,100.656
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,131.76,4,0.0,11.8584
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,60.696,3,0.2,6.5754
First Class,Home Office,United States,Springfield,Virginia,22153,South,Technology,Phones,449.90999999999997,3,0.0,5.9988
First Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,83.42999999999999,3,0.0,13.0707
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,198.89999999999998,3,0.0,8.619
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,4.92,1,0.0,0.738
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,3147.6000000000004,5,0.0,272.792
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,62.699999999999996,5,0.0,7.524
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,264.24,6,0.0,40.5168
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,2255.7599999999998,4,0.0,150.384
Same Day,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,2661.3089999999997,7,0.1,177.4206
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,167.832,7,0.2,-13.2867
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Office Supplies,Art,32.064,2,0.2,2.2712
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,35.472,2,0.2,1.0346
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Paper,189.93599999999998,3,0.2,20.5764
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Binders,290.35200000000003,4,0.8,-145.176
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Furniture,Furnishings,31.428000000000004,3,0.6,-6.8094
Standard Class,Corporate,United States,Medford,Oregon,97504,West,Office Supplies,Binders,29.286,2,0.7,-6.8334
First Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,590.352,2,0.2,-22.1382
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,143.94,2,0.0,23.99
Second Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Labels,39.150000000000006,5,0.0,6.003
Standard Class,Consumer,United States,Moorhead,Minnesota,56560,Central,Technology,Accessories,191.88,4,0.0,19.8276
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,241.44,1,0.0,24.144
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,35.019,3,0.7,-7.782
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,2589.384,8,0.3,-160.2952
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,10.692,3,0.8,-6.237
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,2869.9944,7,0.32,-225.0976
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,37.763999999999996,3,0.8,-20.1408
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,515.88,5,0.2,45.1395
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,2614.2,4,0.0,148.138
Standard Class,Corporate,United States,Jackson,Tennessee,38301,South,Furniture,Furnishings,2077.416,11,0.2,190.4298
Second Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,623.28,4,0.0,85.1816
Same Day,Consumer,United States,Murray,Utah,84107,West,Technology,Phones,215.784,9,0.2,6.2937
Same Day,Consumer,United States,Murray,Utah,84107,West,Office Supplies,Art,77.97,1,0.0,7.5371
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,10.776,1,0.2,1.1225
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,145.896,2,0.8,-121.58
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,969.3000000000001,2,0.0,61.389
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Technology,Machines,27299.79,7,0.0,2365.9818
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Furnishings,29.880000000000003,2,0.0,3.2868
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,75.9,5,0.0,11.891
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,34.08,2,0.0,5.2256
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,207.79199999999997,2,0.1,14.6224
First Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,11.07,1,0.0,1.7343
